time,rayIndex,x,y,objectDetected
4.328028,68,0.85,0.65,Wall1
4.328028,69,0.95,0.65,Wall1
4.328028,70,0.05,0.75,Wall4
4.328028,71,0.15,0.75,Wall4
4.328028,75,0.55,0.75,Wall1
4.328028,76,0.65,0.75,Wall1
4.328028,77,0.75,0.75,Wall1
4.328028,78,0.85,0.75,Wall1
4.328028,79,0.95,0.75,Wall1
4.332627,0,0.05,0.05,Floor
4.332627,1,0.15,0.05,Floor
4.332627,2,0.25,0.05,Floor
4.332627,3,0.35,0.05,Floor
4.332627,4,0.45,0.05,Floor
4.332627,5,0.55,0.05,trialStarter
4.332627,6,0.65,0.05,trialStarter
4.332627,7,0.75,0.05,trialStarter
4.332627,8,0.85,0.05,trialStarter
4.332627,9,0.95,0.05,Floor
4.332627,10,0.05,0.15,Floor
4.332627,11,0.15,0.15,Floor
4.332627,12,0.25,0.15,Floor
4.332627,13,0.35,0.15,Floor
4.332627,14,0.45,0.15,Floor
4.332627,15,0.55,0.15,Floor
4.332627,16,0.65,0.15,trialStarter
4.332627,17,0.75,0.15,Floor
4.332627,18,0.85,0.15,Floor
4.332627,19,0.95,0.15,Floor
4.332627,20,0.05,0.25,Floor
4.332627,21,0.15,0.25,Floor
4.332627,22,0.25,0.25,Floor
4.332627,23,0.35,0.25,Floor
4.332627,24,0.45,0.25,Floor
4.332627,25,0.55,0.25,Floor
4.332627,26,0.65,0.25,Floor
4.332627,27,0.75,0.25,Floor
4.332627,28,0.85,0.25,Floor
4.332627,29,0.95,0.25,Floor
4.332627,30,0.05,0.35,Floor
4.332627,31,0.15,0.35,Floor
4.332627,32,0.25,0.35,Floor
4.332627,33,0.35,0.35,Floor
4.332627,34,0.45,0.35,Floor
4.332627,35,0.55,0.35,Floor
4.332627,36,0.65,0.35,Floor
4.332627,37,0.75,0.35,Floor
4.332627,38,0.85,0.35,Floor
4.332627,39,0.95,0.35,Floor
4.332627,40,0.05,0.45,Cube63
4.332627,41,0.15,0.45,Wall4
